1	-0.0155181	0.0358313	-0.00904438
1	-0.0405464	0.03797	0.00755179
1	-0.0132543	0.0306076	-0.0090114
1	-0.0246142	0.0920462	-0.22294
1	0.0836813	-0.0398345	-0.011058
1	-0.0138463	0.0469321	0.00121208
1	-0.0544626	-0.0930842	-0.00311946
1	-0.029017	0.0163904	0.0114376
1	0.0137139	0.014543	-0.00439852
1	-0.0240115	0.0308804	0.0150703
1	-0.028625	0.0333565	0.00374344
1	-0.044544	0.0793589	0.0276747
1	-0.101244	-0.0984104	0.00255916
1	-0.0906316	-0.0885938	0.00299518
1	-0.0992752	-0.103709	0.0110755
1	-0.0696116	-0.0486223	0.000212201
1	-0.018178	0.0318055	0.0088077
1	-0.0291593	0.0182566	0.0230999
1	-0.0258304	0.0258883	-0.00776336
1	-0.106103	-0.147933	-0.0136937
1	-0.118947	-0.170259	-0.0148674
1	-0.0345411	0.0755842	0.121569
1	-0.00669974	0.0142908	0.0189288
1	-0.0272658	0.00963381	0.024536
1	-0.067395	-0.052939	0.0113153
1	-0.115171	-0.133932	0.0054254
1	-0.0743012	-0.0490773	-0.0138445
1	-0.0527813	-0.0111363	0.0246994
1	-0.0355783	0.027763	0.020029
1	-0.0102295	0.0277279	0.00481355
1	-0.0626953	-0.101277	-0.000682784
1	-0.0871201	-0.112365	0.00103285
1	-0.126404	-0.18272	-0.0147665
1	-0.125232	-0.181356	-0.0144755
1	-0.0273733	0.0132228	0.0375664
1	-0.0589014	-0.035626	-0.0113688
1	-0.0079578	0.0484972	0.0224894
1	-0.0462118	0.00775124	0.0167872
1	-0.0846076	-0.0923948	-0.00484559
1	-0.0266966	0.0221193	0.0194228
1	-0.0477992	0.0258748	0.0224478
1	-0.0867033	-0.0866391	0.00197419
1	-0.0497506	-0.0418349	-0.0107598
1	-0.107444	-0.148404	-0.0140246
1	-0.0354214	0.002303	-0.000778416
1	-0.0253774	0.0285928	-0.00907644
1	-0.0300251	0.101302	0.161567
1	-0.01935	0.0795449	0.110317
1	-0.0230185	0.0243866	0.0153742
1	-0.0249831	0.0173918	0.0117315
1	-0.0223649	0.0308669	-0.00224952
1	-0.0259454	0.0274895	-0.00292787
1	-0.0384873	-0.0146902	-0.00166572
1	-0.00406306	0.00730327	0.0180291
1	-0.00954646	0.0211226	-0.00198621
1	0.0104342	0.0271768	-0.0208465
1	0.00947771	0.0281536	0.00396669
1	-0.00161469	0.0180987	0.0142015
1	-0.0423545	0.00151693	0.0458841
1	-0.0406361	0.00896755	0.0504704
1	-0.0223051	0.050768	-0.0263909
1	-0.0193552	0.0475865	-0.025242
1	-0.0847603	-0.076401	0.00715736
1	-0.0821055	-0.0776645	0.00633934
1	0.0908471	-0.0329667	-0.0162993
1	0.0976277	-0.0369507	-0.0248806
1	0.0993692	-0.0376333	-0.0238554
1	0.0881399	-0.0331091	-0.0149993
1	0.0842735	-0.0289766	-0.0134531
1	0.0887032	-0.0270934	-0.0133976
1	0.0778478	-0.0284156	-0.0175416
1	0.081683	-0.0320184	-0.022373
1	0.0820299	-0.0263981	-0.0137704
1	0.0668292	-0.0220369	-0.016089
1	0.0576228	-0.021028	-0.0172141
1	0.0572751	-0.0301769	-3.28959e-05
1	0.0566664	-0.012926	-0.00176343
1	0.0546653	-0.00989789	-0.000254547
1	0.0800404	-0.0269041	-0.0124627
1	0.0783183	-0.0256673	-0.0175344
1	0.0811683	-0.0234449	-0.0289056
1	0.0774	-0.0244156	-0.0131224
1	0.0715365	-0.0253045	-0.00632967
1	0.0803131	-0.0301014	-0.00635729
1	0.0807024	-0.0247104	0.000240021
1	0.0931392	-0.0286885	-0.0160891
1	0.0829162	-0.029206	-0.0128498
1	0.0874228	-0.0330747	-0.019944
1	0.0803974	-0.0295682	-0.00685866
1	0.0826458	-0.033518	-0.0157531
1	0.0892992	-0.0284498	-0.0124965
1	0.0848947	-0.0313155	-0.0126196
1	0.0825514	-0.0299375	-0.0132799
1	0.0711867	-0.0115925	-0.0327258
1	0.0858433	-0.0301565	-0.0155705
1	0.0787964	-0.021146	-0.00638245
1	0.0705934	-0.0392317	-0.0191197
1	0.0502217	-0.0148654	-0.0140078
1	0.070903	-0.0158139	-0.0183739
1	0.0864682	-0.0364488	-0.0272443
1	0.0955917	-0.0387501	-0.0281656
1	0.0614409	-0.0228887	-0.00460001
1	0.0780939	-0.0320008	-0.0131773
1	-0.0230177	0.0185664	-0.00167396
1	-0.0218778	0.041714	-0.0100061
1	-0.0184314	0.0406326	-0.00317933
1	-0.014323	0.0665287	-0.0782171
1	0.00232255	0.0299413	0.0133403
1	-0.0202004	0.0322419	0.0289608
1	-0.01668	0.0366216	0.0294848
1	-0.063731	-0.060995	0.0321027
1	0.00315889	0.0272834	-0.0164043
1	-0.00174864	0.0640836	-0.0891183
1	0.00760696	0.0254198	-0.00226287
1	-0.0145562	0.0723352	-0.0911881
1	0.00623083	0.0151682	-0.0140497
1	0.0314409	0.00118531	-0.0257765
1	-0.00556432	0.0195775	-0.0126357
1	0.016589	0.0086618	0.0197246
1	-0.02505	0.0276153	0.0403741
